Name,Aydah,Top Bunk Allowed,Bot Bunk Allowed,Bunk Mate Pref 1,Bunk Mate Pref 2,Bunk Mate Pref 3,Near Pref 1,Near Pref 2,Near Pref 3
,,x,x,,,,,,
